id,ram,cpu
221,1,53
222,62,58
223,40,14
224,18,46
225,69,47
226,61,8
227,52,54
228,4,63
229,45,48
230,53,36
231,59,19
232,29,43
233,24,2
234,70,60
235,19,58
236,24,22
237,31,28
238,6,24
239,54,54
240,33,54
241,41,52
242,49,68
243,39,32
244,43,10
245,30,56
246,67,38
247,30,57
248,69,37
249,55,28
250,53,61
251,46,48
252,42,32
253,43,68
254,35,23
255,61,31
256,70,47
257,18,57
258,58,24
259,11,49
260,17,8
261,3,3
262,52,63
263,33,5
264,11,46
265,27,2
266,8,25
267,41,49
268,34,10
269,9,20
270,60,10
271,66,26
272,2,12
273,0,36
274,7,32
275,20,31
276,66,55
277,32,5
278,39,45
279,8,13
280,55,7
281,29,27
282,69,1
283,9,17
284,6,60
285,48,45
286,31,28
287,51,61
288,58,9
289,21,66
290,29,12
291,36,10
292,16,61
293,30,59
294,56,50
295,12,11
296,15,7
297,71,43
298,40,26
299,1,18
300,58,37
301,13,55
302,26,5
303,7,43
304,50,58
305,18,33
306,39,36
307,50,0
308,33,48
309,31,29
310,15,20
311,26,39
312,60,3
313,11,52
314,15,24
315,21,71
316,63,52
317,56,28
318,18,13
319,67,18
320,57,69
321,59,65
322,11,10
323,15,58
324,15,60
325,30,43
326,40,66
327,30,17
328,58,5
329,6,11
330,60,20
331,39,11
332,66,49
333,7,19
334,38,48
335,12,18
336,46,19
337,23,6
338,24,26
339,5,22
340,33,18
341,25,58
342,67,61
343,40,59
344,53,31
345,60,59
346,35,3
347,21,24
348,24,34
349,54,17
350,56,56
351,50,70
352,33,3
353,71,2
354,1,20
355,57,3
356,58,42
357,50,30
358,43,61
359,38,46
360,60,6
361,7,71
362,61,25
363,21,11
364,60,6
365,56,53
366,0,14
367,21,46
368,56,57
369,9,65
370,62,20
371,47,58
372,4,46
373,29,36
374,19,54
375,56,5
376,26,63
377,14,16
378,31,1
379,43,70
380,24,58
381,9,32
382,24,65
383,55,42
384,6,12
385,41,8
386,5,52
387,26,27
388,12,9
389,8,45
390,67,66
391,60,34
392,16,5
393,32,21
394,7,16
395,68,6
396,16,29
397,70,28
398,10,34
399,29,22
400,0,52
401,6,33
402,3,50
403,18,57
404,66,20
405,9,45
406,20,13
407,35,19
408,69,4
409,66,41
410,24,64
411,4,29
412,20,53
413,59,36
414,62,15
415,59,58
416,29,61
417,21,13
418,61,25
419,12,30
420,65,40
421,49,65
422,3,60
423,68,64
424,71,63
425,59,23
426,49,17
427,18,28
428,50,0
429,4,52
430,67,48
431,16,18
432,67,31
433,38,58
434,15,21
435,49,35
436,0,34
437,57,26
438,70,37
439,21,59
440,69,23
441,14,67
442,68,34
443,47,10
444,21,11
445,26,1
446,19,26
447,69,44
448,3,63
449,44,33
450,7,0
451,21,65
452,45,30
453,6,32
454,16,17
455,18,66
456,5,42
457,57,64
458,0,60
459,35,16
460,66,18
461,32,58
462,5,38
463,61,8
464,57,10
465,34,30
466,20,46
467,4,43
468,39,16
469,26,60
470,34,54
471,7,64
472,38,12
473,61,14
474,56,60
475,55,6
476,68,25
477,14,56
478,43,21
479,40,48
480,10,24
481,22,33
482,53,4
483,41,43
484,25,22
485,29,2
486,66,20
487,63,19
488,48,57
489,60,58
490,38,57
491,6,6
492,7,52
493,34,68
494,7,64
495,15,40
496,22,57
497,53,54
498,22,23
499,49,62
500,12,48
501,45,4
502,13,15
503,62,64
504,24,20
505,37,36
506,44,60
507,56,71
508,2,8
509,9,13
510,2,67
511,32,1
512,13,65
513,49,18
514,46,68
515,39,24
516,58,5
517,1,59
518,48,21
519,7,69
520,10,5
521,58,57
522,57,9
523,55,32
524,11,57
525,22,8
526,60,65
527,21,25
528,37,49
529,36,71
530,41,45
531,41,30
532,5,15
533,42,63
534,44,38
535,56,30
536,55,23
537,46,61
538,12,36
539,65,6
540,7,18
541,40,9
542,47,70
543,12,58
544,27,44
545,63,9
546,5,54
547,28,3
548,3,71
549,27,14
550,33,7
551,29,44
552,66,51
553,67,23
554,62,17
555,24,0
556,46,49
557,0,49
558,27,9
559,1,14
560,40,48
561,33,29
562,33,14
563,39,27
564,19,42
565,0,33
566,70,27
567,50,71
568,50,67
569,40,38
570,39,45
571,32,2
572,38,20
573,17,27
574,32,26
575,8,12
576,22,19
577,51,42
578,50,30
579,31,11
580,68,29
581,69,35
582,51,26
583,6,14
584,38,63
585,14,7
586,16,62
587,22,69
588,57,25
589,12,16
590,30,19
591,37,10
592,14,46
593,47,14
594,70,28
595,65,18
596,52,64
597,35,2
598,47,10
599,45,9
600,63,17
601,50,56
602,37,15
603,20,42
604,37,16
605,51,2
606,11,63
607,7,71
608,46,51
609,57,25
610,68,69
611,56,38
612,51,59
613,62,32
614,62,42
615,1,39
616,48,66
617,70,39
618,19,59
619,22,23
620,71,51
621,12,31
622,58,8
623,0,36
624,12,50
625,7,14
626,15,11
627,4,38
628,69,37
629,30,28
630,27,16
631,66,13
632,37,41
633,5,24
634,26,55
635,67,2
636,56,57
637,14,39
638,23,15
639,68,35
640,56,43
641,19,0
642,24,19
643,69,12
644,25,70
645,38,32
646,64,1
647,7,16
648,50,32
649,33,40
650,66,54
651,45,32
652,67,2
653,65,10
654,52,26
655,48,8
656,45,61
657,27,35
658,14,63
659,50,9
660,6,63
661,31,52
662,71,59
663,15,66
664,34,33
665,5,23
666,28,71
667,31,71
668,59,58
669,56,30
670,31,7
671,16,12
672,47,5
673,71,63
674,5,34
675,44,51
676,17,6
677,71,37
678,2,7
679,64,11
680,29,57
681,12,6
682,56,51
683,39,67
684,49,39
685,26,2
686,2,24
687,25,59
688,43,70
689,47,28
690,46,32
691,1,3
692,8,31
693,15,60
694,9,7
695,44,63
696,22,2
697,0,36
698,49,11
699,40,57
700,32,29
701,9,51
702,1,67
703,19,43
704,66,29
705,44,6
706,47,5
707,40,59
708,19,39
709,15,23
710,33,28
711,19,4
712,38,29
713,63,3
714,13,10
715,42,45
716,53,24
717,11,68
718,18,70
719,8,12
720,29,64
721,49,53
722,56,39
723,5,6
724,50,57
725,22,61
726,40,48
727,24,24
728,55,68
729,54,22
730,64,13
731,50,20
732,35,1
733,34,54
734,29,32
735,54,47
736,10,45
737,25,25
738,53,46
739,10,68
740,45,8
741,50,68
742,21,11
743,50,29
744,61,54
745,43,55
746,70,19
747,9,54
748,29,21
749,29,29
750,49,44
751,13,47
752,62,31
753,7,57
754,30,45
755,31,11
756,55,8
757,8,2
758,41,34
759,46,42
760,66,24
761,66,12
762,25,62
763,65,51
764,10,12
765,61,58
766,6,44
767,25,54
768,70,25
769,70,34
770,14,0
771,10,48
772,41,24
773,71,53
774,60,10
775,67,24
776,13,42
777,47,32
778,14,6
779,69,17
780,35,24
781,5,49
782,33,19
783,35,46
784,10,14
785,58,31
786,60,14
787,56,19
788,47,59
789,19,36
790,56,58
791,70,15
792,1,49
793,39,50
794,15,11
795,10,55
796,53,44
797,22,12
798,48,68
799,10,0
800,42,35
801,8,9
802,29,30
803,19,21
804,53,9
805,32,39
806,11,13
807,27,39
808,69,54
809,52,57
810,69,16
811,29,44
812,13,52
813,17,31
814,20,0
815,36,33
816,35,58
817,70,25
818,56,24
819,4,53
820,19,31
821,53,28
822,57,56
823,71,65
824,41,9
825,38,8
826,13,61
827,28,8
828,61,1
829,24,68
830,52,33
831,23,34
832,49,49
833,53,48
834,0,32
835,11,16
836,24,69
837,2,39
838,6,6
839,23,6
840,50,5
841,69,65
842,51,45
843,68,46
844,53,39
845,10,3
846,46,56
847,31,7
848,44,22
849,67,42
850,22,59
851,0,69
852,37,63
853,67,37
854,50,44
855,46,13
856,58,15
857,35,54
858,2,59
859,69,14
860,55,10
861,49,47
862,44,60
863,20,25
864,41,45
865,15,52
866,10,57
867,60,59
868,64,21
869,25,45
870,5,60
871,38,12
872,2,41
873,34,41
874,9,2
875,7,66
876,45,14
877,36,15
878,71,43
879,4,2
880,34,69
881,29,56
882,10,22
883,16,38
884,45,67
885,24,41
886,58,63
887,61,15
888,24,51
889,9,5
890,10,5
891,68,47
892,6,44
893,13,30
894,25,50
895,19,48
896,17,56
897,24,2
898,52,16
899,53,43
900,62,57
901,17,20
902,45,1
903,36,68
904,19,63
905,57,0
906,0,11
907,12,22
908,36,10
909,35,45
910,16,20
911,0,34
912,58,33
913,15,23
914,42,66
915,62,17
916,4,52
917,43,20
918,41,23
919,52,50
920,34,52
921,52,28
922,45,69
923,50,55
924,40,29
925,17,27
926,24,25
927,15,5
928,19,9
929,61,27
930,68,4
931,34,20
932,37,27
933,33,4
934,33,63
935,30,33
936,5,59
937,13,14
938,40,9
939,14,50
940,1,58
941,20,23
942,23,58
943,15,17
944,67,30
945,51,60
946,4,53
947,11,9
948,43,27
949,29,30
950,29,16
951,12,51
952,1,39
953,30,11
954,30,6
955,52,53
956,35,16
957,2,25
958,3,55
959,8,66
960,58,48
961,56,39
962,43,35
963,28,16
964,43,44
965,30,34
966,1,23
967,27,5
968,71,34
969,33,56
970,17,67
971,36,27
972,48,12
973,20,42
974,32,39
975,62,39
976,12,25
977,6,6
978,57,25
979,3,3
980,44,56
981,15,63
982,6,53
983,54,10
984,8,0
985,52,9
986,30,52
987,10,17
988,12,6
989,68,33
990,3,8
991,25,9
992,27,66
993,0,59
994,34,56
995,30,31
996,66,19
997,44,71
998,45,18
999,40,41
1000,32,11
1001,68,55
1002,13,8
1003,68,48
1004,37,23
1005,40,20
1006,35,25
1007,60,16
1008,32,49
1009,48,22
1010,58,7
1011,57,52
1012,30,53
1013,45,10
1014,36,39
1015,18,23
1016,3,65
1017,45,50
1018,18,51
1019,59,57
1020,3,61
1021,34,34
1022,45,13
1023,33,71
1024,53,46
1025,47,67
1026,67,63
1027,37,55
1028,16,4
1029,69,3
1030,54,5
1031,42,58
1032,58,47
1033,45,45
1034,40,46
1035,35,70
1036,63,48
1037,48,21
1038,47,12
1039,55,19
1040,21,63
1041,31,34
1042,52,4
1043,48,8
1044,31,24
1045,22,12
1046,68,63
1047,7,3
1048,24,12
1049,49,7
1050,3,37
1051,57,20
1052,52,10
1053,16,68
1054,42,8
1055,34,55
1056,14,45
1057,7,30
1058,58,12
1059,39,24
1060,9,52
1061,55,36
1062,64,53
1063,55,65
1064,12,0
1065,43,14
1066,42,6
1067,50,33
1068,62,1
1069,48,11
1070,52,27
1071,21,4
1072,14,21
1073,12,65
1074,59,49
1075,56,32
1076,8,2
1077,58,46
1078,55,10
1079,31,3
1080,16,45
1081,14,21
1082,62,8
1083,10,43
1084,11,8
1085,17,50
1086,55,49
1087,33,40
1088,42,62
1089,32,19
1090,16,11
1091,69,7
1092,69,61
1093,5,17
1094,12,53
1095,23,56
1096,22,50
1097,66,28
1098,52,16
1099,5,46
1100,71,26
1101,12,55
1102,57,11
1103,56,22
1104,10,35
1105,25,38
1106,56,15
1107,55,60
1108,23,34
1109,30,11
1110,54,20
1111,29,13
1112,67,37
1113,28,7
1114,46,52
1115,50,38
1116,51,18
1117,53,49
1118,42,42
1119,31,5
1120,36,8
1121,63,22
1122,47,65
1123,27,44
1124,61,33
1125,49,3
1126,39,59
1127,23,18
1128,58,45
1129,10,25
1130,18,36
1131,18,57
1132,11,13
1133,33,33
1134,43,3
1135,44,14
1136,57,60
1137,10,49
1138,56,61
1139,29,39
1140,12,54
1141,40,4
1142,59,17
1143,9,28
1144,55,20
1145,35,61
1146,47,71
1147,42,65
1148,69,46
1149,21,22
1150,14,34
1151,61,58
1152,20,46
1153,70,63
1154,10,20
1155,36,54
1156,3,63
1157,22,50
1158,58,67
1159,39,25
1160,30,20
1161,48,57
1162,55,51
1163,34,59
1164,19,48
1165,45,27
1166,23,62
1167,20,28
1168,45,68
1169,1,1
1170,15,13
1171,59,29
1172,8,2
1173,66,18
1174,19,42
1175,24,44
1176,18,63
1177,40,44
1178,8,21
1179,49,48
1180,54,29
1181,33,16
1182,22,11
1183,36,69
1184,43,42
1185,1,27
1186,33,21
1187,40,30
1188,59,59
1189,25,18
1190,38,57
1191,70,43
1192,54,44
1193,69,63
1194,5,36
1195,59,18
1196,47,56
1197,36,31
1198,61,44
1199,19,2
