id,ram,cpu
424,76,27
425,119,111
426,93,84
427,78,19
428,12,73
429,120,11
430,97,31
431,126,28
432,27,28
433,37,35
434,120,76
435,17,77
436,26,5
437,108,10
438,30,111
439,39,133
440,39,86
441,121,103
442,71,135
443,124,13
444,72,75
445,6,38
446,55,133
447,152,82
448,133,63
449,125,74
450,69,150
451,131,23
452,118,124
453,161,21
454,152,53
455,150,124
456,145,79
457,14,6
458,79,36
459,161,141
460,120,12
461,109,11
462,115,42
463,77,17
464,53,19
465,134,46
466,159,73
467,118,116
468,9,131
469,54,64
470,1,78
471,33,33
472,136,156
473,5,66
474,112,53
475,129,60
476,8,129
477,104,62
478,22,126
479,124,44
480,113,56
481,112,35
482,51,34
483,116,82
484,82,59
485,142,12
486,6,77
487,147,13
488,113,86
489,86,82
490,110,144
491,39,118
492,74,87
493,90,153
494,80,142
495,126,40
496,67,81
497,155,157
498,23,47
499,29,100
500,33,79
501,29,123
502,113,12
503,131,135
504,41,64
505,85,50
506,69,161
507,53,59
508,28,47
509,39,131
510,126,137
511,134,154
512,58,148
513,44,79
514,154,35
515,155,92
516,129,152
517,16,137
518,140,56
519,59,128
520,113,141
521,71,154
522,72,29
523,69,97
524,21,41
525,99,103
526,128,91
527,57,11
528,38,152
529,89,47
530,86,126
531,129,70
532,4,69
533,16,94
534,47,108
535,52,154
536,57,28
537,43,56
538,118,134
539,136,137
540,85,97
541,141,102
542,10,39
543,75,67
544,76,107
545,45,21
546,54,18
547,117,7
548,42,45
549,31,84
550,42,21
551,81,147
552,160,125
553,82,105
554,155,15
555,111,89
556,36,117
557,67,47
558,55,4
559,78,36
560,99,155
561,156,61
562,155,52
563,72,145
564,157,154
565,5,104
566,78,79
567,12,127
568,10,128
569,16,129
570,38,93
571,117,78
572,41,41
573,145,56
574,90,47
575,75,102
576,79,39
577,156,141
578,103,58
579,151,48
580,112,98
581,22,140
582,117,18
583,158,66
584,100,28
585,149,62
586,118,16
587,127,111
588,103,95
589,135,113
590,53,5
591,153,50
592,32,116
593,155,9
594,11,74
595,68,75
596,21,98
597,7,142
598,93,11
599,122,123
600,107,113
601,97,127
602,145,35
603,49,55
604,92,53
605,89,123
606,98,129
607,52,24
608,152,157
609,9,82
610,92,143
611,136,4
612,22,134
613,0,68
614,62,137
615,105,62
616,111,18
617,58,59
618,31,74
619,87,154
620,133,101
621,41,25
622,142,42
623,148,154
624,93,69
625,101,134
626,25,44
627,50,117
628,63,60
629,153,63
630,120,34
631,1,12
632,144,74
633,130,83
634,7,133
635,3,87
636,135,67
637,119,104
638,1,39
639,12,126
640,72,153
641,111,140
642,38,128
643,115,91
644,13,35
645,110,135
646,62,109
647,101,129
648,100,47
649,149,68
650,5,146
651,116,117
652,117,152
653,43,154
654,134,137
655,36,113
656,98,20
657,122,100
658,42,15
659,123,80
660,128,160
661,64,77
662,53,158
663,2,45
664,23,124
665,9,158
666,86,104
667,154,69
668,34,47
669,67,143
670,70,129
671,84,101
672,6,118
673,90,131
674,73,49
675,115,78
676,27,49
677,86,93
678,11,112
679,43,55
680,127,60
681,132,141
682,44,88
683,117,81
684,114,26
685,2,146
686,155,147
687,66,97
688,1,29
689,159,36
690,85,128
691,134,153
692,61,120
693,54,123
694,42,157
695,61,118
696,154,86
697,123,133
698,124,132
699,33,45
700,113,7
701,97,120
702,157,99
703,78,127
704,75,131
705,68,103
706,84,7
707,17,16
708,133,29
709,56,66
710,41,130
711,103,150
712,28,152
713,73,94
714,71,115
715,91,61
716,28,144
717,161,12
718,112,40
719,44,70
720,158,13
721,113,32
722,31,71
723,124,35
724,26,103
725,160,144
726,55,21
727,72,81
728,157,87
729,14,125
730,96,25
731,0,79
732,135,131
733,142,3
734,39,107
735,94,106
736,116,153
737,161,52
738,139,52
739,38,17
740,1,93
741,30,41
742,52,16
743,107,101
744,48,74
745,148,12
746,45,25
747,150,59
748,149,19
749,69,111
750,129,39
751,67,91
752,56,156
753,52,64
754,160,61
755,117,31
756,32,38
757,22,2
758,35,51
759,45,45
760,3,23
761,13,21
762,117,22
763,160,105
764,149,3
765,98,50
766,70,79
767,159,126
768,102,87
769,16,86
770,7,68
771,103,95
772,84,139
773,77,30
774,95,7
775,87,125
776,1,114
777,123,70
778,120,10
779,115,23
780,63,86
781,40,56
782,69,100
783,74,124
784,41,3
785,14,66
786,65,74
787,67,118
788,59,99
789,1,92
790,41,90
791,11,104
792,47,128
793,49,160
794,130,64
795,53,105
796,160,146
797,21,60
798,72,149
799,107,102
800,75,61
801,16,27
802,3,63
803,159,15
804,107,23
805,55,55
806,80,100
807,124,16
808,129,42
809,45,128
810,142,146
811,159,127
812,13,39
813,80,115
814,156,42
815,62,145
816,95,52
817,15,14
818,144,62
819,96,59
820,63,18
821,60,114
822,75,114
823,55,91
824,134,38
825,64,90
826,85,90
827,82,63
828,45,110
829,158,126
830,116,14
831,154,105
832,29,146
833,106,139
834,34,105
835,90,110
836,113,51
837,44,84
838,139,149
839,122,146
840,5,82
841,111,138
842,122,33
843,80,54
844,122,20
845,32,90
846,118,105
847,143,159
848,62,67
849,91,144
850,160,30
851,160,96
852,30,104
853,49,113
854,43,48
855,69,151
856,63,156
857,79,45
858,62,88
859,46,117
860,120,102
861,57,147
862,126,60
863,154,109
864,159,78
865,0,155
866,19,96
867,79,145
868,91,13
869,111,43
870,78,9
871,104,60
872,55,36
873,25,121
874,64,119
875,59,39
876,106,144
877,115,67
878,38,78
879,95,84
880,13,47
881,146,147
882,91,24
883,13,131
884,157,19
885,28,37
886,58,128
887,13,75
888,121,123
889,132,139
890,53,38
891,16,16
892,134,151
893,23,29
894,37,42
895,71,52
896,78,13
897,148,152
898,10,67
899,40,60
900,28,75
901,81,16
902,80,29
903,118,148
904,35,56
905,88,107
906,37,87
907,105,142
908,65,114
909,55,121
910,89,49
911,160,135
912,100,48
913,147,157
914,144,100
915,76,148
916,159,161
917,128,156
918,161,156
919,126,136
920,49,133
921,111,68
922,70,155
923,93,139
924,145,107
925,64,121
926,101,85
927,29,50
928,108,146
929,87,130
930,150,6
931,66,10
932,117,92
933,49,128
934,56,134
935,9,98
936,31,61
937,87,124
938,2,34
939,18,140
940,135,17
941,121,131
942,17,11
943,10,109
944,34,113
945,14,51
946,8,83
947,119,48
948,56,161
949,44,84
950,1,133
951,92,118
952,161,54
953,142,68
954,132,146
955,159,57
956,90,60
957,11,19
958,144,124
959,134,45
960,113,79
961,96,109
962,57,99
963,138,76
964,89,38
965,66,87
966,96,19
967,108,53
968,127,155
969,58,54
970,25,100
971,43,100
972,136,23
973,99,31
974,67,58
975,6,76
976,5,69
977,8,118
978,88,45
979,61,151
980,114,13
981,68,103
982,48,3
983,122,79
984,25,82
985,90,55
986,126,146
987,34,142
988,82,18
989,140,5
990,139,51
991,17,134
992,98,16
993,10,26
994,47,20
995,149,87
996,155,145
997,5,70
998,146,134
999,45,47
1000,106,44
1001,39,38
1002,2,130
1003,82,13
1004,16,128
1005,145,133
1006,16,4
1007,65,22
1008,95,28
1009,40,65
1010,93,157
1011,124,16
1012,47,18
1013,14,127
1014,102,92
1015,145,33
1016,63,97
1017,12,157
1018,3,50
1019,90,29
1020,109,12
1021,83,125
1022,36,153
1023,31,31
1024,32,84
1025,103,106
1026,115,129
1027,121,143
1028,131,136
1029,151,149
1030,161,38
1031,91,105
1032,82,146
1033,51,68
1034,80,22
1035,72,63
1036,56,105
1037,150,127
1038,45,64
1039,140,16
1040,27,8
1041,5,33
1042,103,124
1043,95,119
1044,70,35
1045,58,153
1046,9,101
1047,92,3
1048,118,119
1049,117,55
1050,55,81
1051,24,26
1052,120,78
1053,73,1
1054,78,106
1055,136,24
1056,61,144
1057,79,111
1058,111,147
1059,14,106
1060,160,75
1061,114,38
1062,69,54
1063,59,24
1064,26,22
1065,149,59
1066,82,25
1067,69,96
1068,55,96
1069,146,87
1070,126,114
1071,132,68
1072,36,99
1073,24,35
1074,26,68
1075,161,38
1076,37,61
1077,64,69
1078,26,45
1079,143,105
1080,0,4
1081,71,70
1082,59,133
1083,118,78
1084,96,33
1085,67,141
1086,68,115
1087,31,140
1088,138,127
1089,56,128
1090,28,35
1091,105,67
1092,155,7
1093,144,78
1094,159,123
1095,11,18
1096,45,77
1097,70,139
1098,99,46
1099,125,37
1100,41,16
1101,86,9
1102,93,38
1103,102,130
1104,132,87
1105,138,71
1106,22,70
1107,37,78
1108,152,2
1109,9,116
1110,4,69
1111,145,151
1112,64,38
1113,85,81
1114,143,99
1115,101,154
1116,74,128
1117,153,134
1118,48,98
1119,132,1
1120,129,120
1121,94,47
1122,140,140
1123,53,78
1124,25,154
1125,142,100
1126,109,26
1127,62,26
1128,45,0
1129,36,1
1130,46,17
1131,78,50
1132,42,141
1133,1,144
1134,151,20
1135,32,44
1136,37,58
1137,136,32
1138,85,0
1139,130,36
1140,0,40
1141,98,37
1142,140,157
1143,6,66
1144,7,134
1145,50,84
1146,77,104
1147,42,147
1148,138,123
1149,13,105
1150,92,43
1151,38,42
1152,14,37
1153,9,22
1154,59,49
1155,108,99
1156,67,17
1157,19,141
1158,109,127
1159,29,90
1160,100,66
1161,156,80
1162,16,89
1163,100,113
1164,138,100
1165,99,15
1166,85,40
1167,146,110
1168,118,37
1169,156,124
1170,132,122
1171,145,76
1172,156,71
1173,101,117
1174,126,95
1175,14,7
1176,21,3
1177,52,107
1178,144,21
1179,137,97
1180,39,40
1181,105,86
1182,89,77
1183,110,78
1184,119,10
1185,111,6
1186,27,106
1187,21,159
1188,137,29
1189,104,0
1190,143,29
1191,118,88
1192,84,104
1193,51,44
1194,29,155
1195,53,0
1196,54,89
1197,51,133
1198,133,91
1199,12,109
1200,83,19
1201,135,110
1202,156,42
1203,12,61
1204,122,58
1205,40,15
1206,157,4
1207,141,2
1208,25,80
1209,130,126
1210,58,108
1211,150,20
1212,104,149
1213,2,18
1214,23,34
1215,139,41
1216,146,157
1217,65,91
1218,153,47
1219,72,28
1220,124,32
1221,34,48
1222,101,22
1223,102,132
1224,16,32
1225,90,40
1226,98,106
1227,153,13
1228,11,148
1229,95,47
1230,150,49
1231,134,124
1232,69,12
1233,51,72
1234,98,137
1235,55,36
1236,22,18
1237,132,26
1238,154,82
1239,102,50
1240,57,4
1241,14,30
1242,11,91
1243,150,70
1244,74,117
1245,4,121
1246,93,126
1247,61,40
1248,63,137
1249,26,109
1250,57,147
1251,79,79
1252,122,161
1253,127,30
1254,92,63
1255,68,123
1256,90,40
1257,67,11
1258,3,123
1259,147,123
1260,32,79
1261,31,49
1262,79,8
1263,133,20
1264,120,57
1265,14,99
1266,43,40
1267,56,63
1268,148,8
1269,138,57
1270,7,96
1271,38,96
1272,142,90
1273,5,79
1274,92,80
1275,161,24
1276,102,39
1277,92,20
1278,56,40
1279,136,41
1280,91,0
1281,67,68
1282,35,105
1283,144,108
1284,26,103
1285,131,5
1286,50,148
1287,83,156
1288,161,78
1289,71,92
1290,31,17
1291,30,65
1292,126,130
1293,95,35
1294,15,102
1295,94,33
1296,29,63
1297,79,114
1298,108,37
1299,66,88
1300,74,60
1301,35,152
1302,117,99
1303,12,132
1304,24,114
1305,41,51
1306,36,87
1307,136,82
1308,100,118
1309,93,10
1310,112,107
1311,103,122
1312,130,83
1313,160,74
1314,89,75
1315,12,59
1316,100,111
1317,90,134
1318,112,90
1319,63,36
1320,148,51
1321,131,57
1322,78,90
1323,119,68
1324,46,74
1325,61,110
1326,6,95
1327,3,147
1328,118,34
1329,1,59
1330,94,63
1331,80,120
1332,29,154
1333,111,84
1334,49,124
1335,157,22
1336,86,37
1337,48,19
1338,49,145
1339,82,75
1340,160,57
1341,125,102
1342,84,75
1343,78,112
1344,128,100
1345,154,46
1346,2,70
1347,111,156
1348,51,53
1349,110,94
1350,102,1
1351,42,95
1352,88,65
1353,26,121
1354,85,89
1355,97,72
1356,49,150
1357,120,24
1358,99,1
1359,123,46
1360,43,36
1361,156,135
1362,83,54
1363,80,148
1364,11,16
1365,40,27
1366,126,45
1367,98,62
1368,55,111
1369,14,10
1370,72,12
1371,4,153
1372,68,152
1373,44,89
1374,72,21
1375,158,160
1376,125,158
1377,79,56
1378,89,135
1379,80,102
1380,61,122
1381,100,8
1382,21,110
1383,47,141
1384,117,66
1385,23,58
1386,8,64
1387,71,153
1388,0,98
1389,18,136
1390,108,151
1391,54,140
1392,106,93
1393,158,33
1394,112,127
1395,149,111
1396,101,39
1397,118,49
1398,155,146
1399,120,117
1400,123,13
1401,54,65
1402,28,156
1403,58,94
1404,120,3
1405,32,60
1406,109,74
1407,81,70
1408,51,24
1409,120,148
1410,103,156
1411,6,5
1412,80,18
1413,17,27
1414,56,145
1415,121,92
1416,38,7
1417,13,113
1418,70,126
1419,80,75
1420,74,68
1421,76,75
1422,60,84
1423,65,14
1424,76,44
1425,96,72
1426,143,110
1427,92,125
1428,31,49
1429,45,49
1430,117,11
1431,110,134
1432,51,40
1433,24,108
1434,25,142
1435,10,119
1436,90,5
1437,84,120
1438,17,14
1439,78,52
1440,131,27
1441,87,108
1442,91,42
1443,84,7
1444,112,77
1445,102,41
1446,159,45
1447,64,134
1448,59,48
1449,58,106
1450,77,41
1451,40,147
1452,130,119
1453,64,138
1454,22,26
1455,15,35
1456,84,3
1457,29,86
1458,2,51
1459,3,137
1460,20,72
1461,20,141
1462,111,96
1463,18,111
1464,122,100
1465,48,47
1466,146,84
1467,20,73
1468,131,80
1469,133,105
1470,103,47
1471,18,113
1472,117,122
1473,2,137
1474,109,107
1475,12,158
1476,122,16
1477,6,51
1478,93,127
1479,99,115
1480,148,146
1481,101,39
1482,78,12
1483,32,43
1484,129,29
1485,133,138
1486,17,117
1487,128,13
1488,53,14
1489,39,13
1490,114,55
1491,96,70
1492,7,50
1493,13,145
1494,86,78
1495,117,1
1496,80,5
1497,0,36
1498,19,4
1499,65,18
1500,106,71
1501,16,148
1502,153,119
1503,5,123
1504,122,160
1505,29,137
1506,28,46
1507,63,97
1508,8,59
1509,141,60
1510,109,155
1511,10,20
1512,140,128
1513,102,23
1514,9,119
1515,74,69
1516,13,106
1517,84,93
1518,43,86
1519,140,48
1520,81,83
1521,64,118
1522,15,48
1523,43,112
1524,83,4
1525,0,30
1526,71,149
1527,56,111
1528,114,7
1529,98,59
1530,133,47
1531,29,69
1532,57,12
1533,110,143
1534,76,124
1535,137,59
1536,58,60
1537,99,56
1538,126,88
1539,123,104
1540,124,146
1541,160,36
1542,63,86
1543,69,150
1544,64,141
1545,69,55
1546,20,21
1547,137,18
1548,106,99
1549,155,134
1550,133,110
1551,116,24
1552,142,129
1553,109,57
1554,121,14
1555,158,10
1556,68,59
1557,115,44
1558,17,140
1559,111,33
1560,64,74
1561,147,25
1562,56,143
1563,15,17
1564,141,109
1565,102,70
1566,34,57
1567,104,105
1568,39,78
1569,93,98
1570,2,1
1571,95,117
1572,0,86
1573,98,83
1574,88,94
1575,119,135
1576,160,35
1577,5,137
1578,13,54
1579,42,70
1580,27,91
1581,70,136
1582,18,84
1583,87,74
1584,151,111
1585,116,73
1586,82,123
1587,1,78
1588,48,69
1589,160,98
1590,129,104
1591,95,85
1592,98,161
1593,5,79
1594,25,108
1595,70,143
1596,5,29
1597,66,56
1598,56,147
1599,82,26
1600,109,7
1601,31,132
1602,23,97
1603,107,116
1604,23,97
1605,95,41
1606,92,46
1607,13,68
1608,15,53
1609,134,35
1610,142,103
1611,139,111
1612,111,161
1613,33,63
1614,24,71
1615,13,130
1616,21,84
1617,71,75
1618,50,87
1619,15,146
1620,103,90
1621,29,130
1622,57,137
1623,19,6
1624,111,75
1625,6,59
1626,30,73
1627,99,127
1628,95,111
1629,15,67
1630,39,87
1631,124,16
1632,17,64
1633,27,64
1634,146,153
1635,3,67
1636,47,144
1637,96,158
1638,52,26
1639,90,26
1640,138,37
1641,59,30
1642,47,86
1643,70,43
1644,143,96
1645,31,84
1646,152,118
1647,133,135
1648,150,78
1649,61,132
1650,8,47
1651,138,40
1652,96,107
1653,92,37
1654,16,45
1655,4,146
1656,130,55
1657,159,81
1658,91,105
1659,41,129
1660,76,126
1661,11,91
1662,109,90
1663,72,148
1664,111,41
1665,111,82
1666,22,134
1667,87,141
1668,37,5
1669,5,157
1670,41,68
1671,56,131
1672,41,150
1673,108,54
1674,33,78
1675,38,34
1676,104,46
1677,77,89
1678,142,106
1679,17,39
1680,14,74
1681,114,20
1682,53,99
1683,154,22
1684,115,156
1685,135,112
1686,31,27
1687,130,97
1688,6,112
1689,1,136
1690,153,130
1691,47,146
1692,109,2
1693,115,72
1694,104,98
1695,138,84
1696,124,6
1697,84,125
1698,33,156
1699,116,107
1700,103,151
1701,83,125
1702,15,66
1703,79,2
1704,75,116
1705,51,14
1706,96,40
1707,51,113
1708,68,46
1709,127,151
1710,153,54
1711,117,114
1712,34,16
1713,147,5
1714,68,110
1715,124,15
1716,137,28
1717,116,23
1718,123,76
1719,149,147
1720,147,21
1721,6,148
1722,157,57
1723,53,0
1724,61,129
1725,54,51
1726,56,136
1727,156,66
1728,140,151
1729,35,17
1730,110,84
1731,54,18
1732,118,8
1733,20,98
1734,43,119
1735,79,1
1736,78,119
1737,0,28
1738,132,160
1739,68,137
1740,86,41
1741,157,34
1742,84,67
1743,0,92
1744,115,105
1745,72,78
1746,118,11
1747,143,62
1748,93,26
1749,71,138
1750,48,136
1751,133,150
1752,77,70
1753,125,105
1754,140,67
1755,0,125
1756,147,49
1757,17,39
1758,24,20
1759,54,123
1760,129,13
1761,57,90
1762,4,61
1763,40,10
1764,114,73
1765,51,139
1766,136,67
1767,2,127
1768,130,27
1769,27,54
1770,30,137
1771,78,36
1772,155,65
1773,141,157
1774,136,90
1775,158,31
1776,133,17
1777,82,27
1778,46,139
1779,88,94
1780,60,101
1781,148,88
1782,139,99
1783,159,160
1784,30,139
1785,68,48
1786,86,117
1787,78,134
1788,116,84
1789,77,3
1790,29,56
1791,11,49
1792,6,45
1793,83,23
1794,57,146
1795,108,34
1796,142,133
1797,140,131
1798,7,6
1799,152,6
