id,ram,cpu
302,38,96
303,3,82
304,119,85
305,28,40
306,3,58
307,11,19
308,92,0
309,42,23
310,20,7
311,34,32
312,71,51
313,123,110
314,108,83
315,71,68
316,27,73
317,114,87
318,102,26
319,48,46
320,125,74
321,58,59
322,14,123
323,55,29
324,76,76
325,110,35
326,69,62
327,75,105
328,19,105
329,96,36
330,66,123
331,3,94
332,27,98
333,26,68
334,55,31
335,119,107
336,3,64
337,78,123
338,16,126
339,110,60
340,62,5
341,54,106
342,75,106
343,121,81
344,32,64
345,10,34
346,50,0
347,68,111
348,25,0
349,67,60
350,108,87
351,68,124
352,51,7
353,39,13
354,126,70
355,36,45
356,104,105
357,90,32
358,39,97
359,115,35
360,123,76
361,79,104
362,66,84
363,67,102
364,94,1
365,40,34
366,29,95
367,32,59
368,127,88
369,111,115
370,46,18
371,48,40
372,107,97
373,70,118
374,101,29
375,127,84
376,0,112
377,43,41
378,38,60
379,116,114
380,112,8
381,59,31
382,80,99
383,27,61
384,114,40
385,58,48
386,54,115
387,23,68
388,55,53
389,74,126
390,127,49
391,22,11
392,42,28
393,17,28
394,27,122
395,73,89
396,66,69
397,70,109
398,57,86
399,63,109
400,57,10
401,90,49
402,20,121
403,33,126
404,91,118
405,123,0
406,53,66
407,77,27
408,125,4
409,101,94
410,99,109
411,10,99
412,24,117
413,68,3
414,63,10
415,10,56
416,127,10
417,90,116
418,87,67
419,22,78
420,119,104
421,45,20
422,65,61
423,13,28
424,67,69
425,16,125
426,3,60
427,99,8
428,48,94
429,34,16
430,42,56
431,113,105
432,47,27
433,85,8
434,122,64
435,62,33
436,113,100
437,5,111
438,74,104
439,92,69
440,16,58
441,108,44
442,97,103
443,98,80
444,29,124
445,48,33
446,64,57
447,127,103
448,99,88
449,8,72
450,68,41
451,9,127
452,23,59
453,64,20
454,21,68
455,95,120
456,90,122
457,101,11
458,110,42
459,127,50
460,47,24
461,90,69
462,26,14
463,51,62
464,49,8
465,127,75
466,7,3
467,23,88
468,107,75
469,1,58
470,102,47
471,90,93
472,126,68
473,45,59
474,87,16
475,101,6
476,121,106
477,36,13
478,27,32
479,102,16
480,46,54
481,16,95
482,50,39
483,53,64
484,35,7
485,3,86
486,110,90
487,89,4
488,123,70
489,112,68
490,92,36
491,123,115
492,100,83
493,32,41
494,4,100
495,64,16
496,99,87
497,55,18
498,83,24
499,28,57
500,74,3
501,56,92
502,119,76
503,8,38
504,9,66
505,124,8
506,49,63
507,111,54
508,109,44
509,54,59
510,61,1
511,117,10
512,90,115
513,48,59
514,101,45
515,74,102
516,99,33
517,100,24
518,99,21
519,61,89
520,7,47
521,29,109
522,5,50
523,40,9
524,5,1
525,6,14
526,37,4
527,118,2
528,71,68
529,61,104
530,93,53
531,2,18
532,116,46
533,84,35
534,118,77
535,39,71
536,119,30
537,60,57
538,110,90
539,39,54
540,58,47
541,17,61
542,1,65
543,59,68
544,110,13
545,14,41
546,78,24
547,22,123
548,1,80
549,115,81
550,6,21
551,100,118
552,65,5
553,1,19
554,110,107
555,65,105
556,111,116
557,106,125
558,60,118
559,70,82
560,84,0
561,19,108
562,72,33
563,108,125
564,82,43
565,107,110
566,82,25
567,48,9
568,80,13
569,44,40
570,86,20
571,120,62
572,38,124
573,8,1
574,46,15
575,108,41
576,18,25
577,90,65
578,76,73
579,57,12
580,3,105
581,121,5
582,121,114
583,117,30
584,120,5
585,83,122
586,58,119
587,19,30
588,118,79
589,109,91
590,17,81
591,102,53
592,126,19
593,51,39
594,69,47
595,89,118
596,12,85
597,60,34
598,67,10
599,117,30
600,35,61
601,82,95
602,41,83
603,30,96
604,68,49
605,110,49
606,72,18
607,110,109
608,59,94
609,62,53
610,100,82
611,44,0
612,7,85
613,39,13
614,58,13
615,26,58
616,31,96
617,18,94
618,69,121
619,78,53
620,52,35
621,89,117
622,75,52
623,26,100
624,61,67
625,86,94
626,31,101
627,44,122
628,82,34
629,13,53
630,41,37
631,53,64
632,109,1
633,123,94
634,67,39
635,82,52
636,53,24
637,18,117
638,88,11
639,25,125
640,1,124
641,80,43
642,53,71
643,83,12
644,14,90
645,52,106
646,59,73
647,51,121
648,42,0
649,97,20
650,23,104
651,126,37
652,34,57
653,127,0
654,30,28
655,11,62
656,24,2
657,112,16
658,106,21
659,23,55
660,51,64
661,57,42
662,32,36
663,34,107
664,32,100
665,119,21
666,62,54
667,6,90
668,106,38
669,39,73
670,83,24
671,74,85
672,11,120
673,79,84
674,46,81
675,52,88
676,91,40
677,27,8
678,6,12
679,109,124
680,38,112
681,62,26
682,122,67
683,82,91
684,20,20
685,28,60
686,11,119
687,62,107
688,26,22
689,18,124
690,49,89
691,23,116
692,82,10
693,115,64
694,87,95
695,52,21
696,40,48
697,34,79
698,34,114
699,62,48
700,33,23
701,32,102
702,99,110
703,10,71
704,39,67
705,24,31
706,10,86
707,47,60
708,80,114
709,28,90
710,11,18
711,59,46
712,119,52
713,95,70
714,126,45
715,45,40
716,0,65
717,16,1
718,73,92
719,67,66
720,46,8
721,63,107
722,104,52
723,94,125
724,38,3
725,59,92
726,53,80
727,82,110
728,0,39
729,107,57
730,96,47
731,61,14
732,120,59
733,85,38
734,69,40
735,110,74
736,66,84
737,51,110
738,113,126
739,96,48
740,83,1
741,92,27
742,60,111
743,36,97
744,68,50
745,7,106
746,116,13
747,109,94
748,72,83
749,116,87
750,4,45
751,101,126
752,26,22
753,108,33
754,102,70
755,38,6
756,97,50
757,49,3
758,113,98
759,79,40
760,97,54
761,27,46
762,61,39
763,82,12
764,122,38
765,49,125
766,87,8
767,24,55
768,26,94
769,35,59
770,59,67
771,24,112
772,116,7
773,40,60
774,79,54
775,127,85
776,9,56
777,91,110
778,14,71
779,53,54
780,32,55
781,29,121
782,62,74
783,92,48
784,24,117
785,26,66
786,103,103
787,99,58
788,105,42
789,5,110
790,57,100
791,80,113
792,39,120
793,88,125
794,115,52
795,99,58
796,87,5
797,59,55
798,62,111
799,15,56
800,103,99
801,14,22
802,123,58
803,24,3
804,53,113
805,58,12
806,71,97
807,18,97
808,88,33
809,31,100
810,99,10
811,34,93
812,49,49
813,81,95
814,82,27
815,87,90
816,4,84
817,30,64
818,24,64
819,97,72
820,63,41
821,88,11
822,29,113
823,26,120
824,64,73
825,48,19
826,65,64
827,121,21
828,35,13
829,12,114
830,64,70
831,118,80
832,76,8
833,84,91
834,12,33
835,95,27
836,111,16
837,84,9
838,90,86
839,46,31
840,43,40
841,18,123
842,8,49
843,85,19
844,25,63
845,32,3
846,3,35
847,97,11
848,32,23
849,102,66
850,54,93
851,47,27
852,96,119
853,63,111
854,71,65
855,56,88
856,45,98
857,120,64
858,74,116
859,77,0
860,17,44
861,66,105
862,85,68
863,36,36
864,52,21
865,123,50
866,46,52
867,99,49
868,60,20
869,21,111
870,14,98
871,111,85
872,35,91
873,92,38
874,88,72
875,9,84
876,91,89
877,30,31
878,124,22
879,39,5
880,96,8
881,60,31
882,62,82
883,109,43
884,81,110
885,102,67
886,31,4
887,120,71
888,124,49
889,23,36
890,64,91
891,12,50
892,95,99
893,126,6
894,95,116
895,112,81
896,54,74
897,106,72
898,20,109
899,37,60
900,24,21
901,124,34
902,63,9
903,72,89
904,48,35
905,42,42
906,116,2
907,107,46
908,54,80
909,3,104
910,91,31
911,88,92
912,30,46
913,117,78
914,43,99
915,22,66
916,25,123
917,124,33
918,82,43
919,16,48
920,127,18
921,58,87
922,76,65
923,95,17
924,36,21
925,66,119
926,33,60
927,40,72
928,119,74
929,27,35
930,93,28
931,82,24
932,34,71
933,38,36
934,35,48
935,8,108
936,29,30
937,73,105
938,43,118
939,87,2
940,33,98
941,14,48
942,3,19
943,58,117
944,117,126
945,95,7
946,94,8
947,125,92
948,81,22
949,18,4
950,33,9
951,106,38
952,123,96
953,12,26
954,105,81
955,116,61
956,48,110
957,82,72
958,95,17
959,96,65
960,59,115
961,51,5
962,13,50
963,2,49
964,13,28
965,65,48
966,123,46
967,89,112
968,56,81
969,6,123
970,18,28
971,113,123
972,111,105
973,17,30
974,24,124
975,88,106
976,15,68
977,12,24
978,70,69
979,39,127
980,48,30
981,43,122
982,115,21
983,97,88
984,22,16
985,92,29
986,11,84
987,64,123
988,116,57
989,79,123
990,118,64
991,8,94
992,110,91
993,34,123
994,118,16
995,105,48
996,94,23
997,75,21
998,96,63
999,123,99
1000,22,45
1001,97,105
1002,87,108
1003,39,104
1004,99,122
1005,89,75
1006,55,70
1007,9,42
1008,116,120
1009,87,68
1010,90,126
1011,0,26
1012,58,85
1013,13,21
1014,47,50
1015,61,68
1016,99,98
1017,69,72
1018,81,43
1019,58,124
1020,119,55
1021,1,101
1022,18,106
1023,75,16
1024,17,27
1025,119,73
1026,83,70
1027,100,51
1028,109,14
1029,115,0
1030,119,1
1031,72,112
1032,85,0
1033,112,47
1034,15,3
1035,117,53
1036,66,93
1037,82,35
1038,97,69
1039,123,60
1040,127,90
1041,17,112
1042,32,17
1043,67,50
1044,113,48
1045,78,92
1046,58,112
1047,82,86
1048,127,45
1049,112,21
1050,98,91
1051,80,91
1052,126,22
1053,25,125
1054,33,69
1055,84,96
1056,71,28
1057,32,8
1058,4,5
1059,66,26
1060,46,86
1061,111,102
1062,40,32
1063,11,119
1064,23,46
1065,10,41
1066,103,38
1067,96,93
1068,28,2
1069,41,114
1070,5,27
1071,98,103
1072,47,52
1073,92,32
1074,125,35
1075,102,30
1076,117,93
1077,43,23
1078,85,16
1079,15,125
1080,37,52
1081,94,15
1082,32,68
1083,14,64
1084,89,79
1085,89,71
1086,104,109
1087,61,80
1088,72,69
1089,22,44
1090,32,125
1091,3,99
1092,38,82
1093,75,36
1094,110,118
1095,94,71
1096,81,55
1097,89,126
1098,43,19
1099,83,64
1100,58,17
1101,52,37
1102,5,45
1103,88,7
1104,12,23
1105,91,56
1106,10,10
1107,19,45
1108,80,121
1109,9,52
1110,44,120
1111,88,63
1112,123,103
1113,92,85
1114,82,52
1115,127,73
1116,39,71
1117,55,29
1118,87,41
1119,125,34
1120,92,92
1121,32,31
1122,101,109
1123,26,32
1124,123,13
1125,96,97
1126,121,10
1127,11,86
1128,120,54
1129,105,60
1130,80,69
1131,111,55
1132,53,98
1133,51,6
1134,36,65
1135,74,66
1136,32,60
1137,12,1
1138,72,86
1139,63,58
1140,83,13
1141,19,35
1142,51,34
1143,80,80
1144,51,85
1145,68,56
1146,48,35
1147,51,121
1148,4,100
1149,127,87
1150,64,27
1151,30,50
1152,73,26
1153,16,68
1154,56,50
1155,49,64
1156,98,90
1157,89,32
1158,68,40
1159,5,2
1160,3,115
1161,125,17
1162,72,18
1163,26,52
1164,53,5
1165,30,32
1166,50,34
1167,105,34
1168,67,52
1169,27,73
1170,47,53
1171,51,92
1172,26,69
1173,66,103
1174,111,30
1175,40,102
1176,31,111
1177,89,35
1178,56,41
1179,100,90
1180,7,10
1181,116,27
1182,0,75
1183,34,45
1184,5,97
1185,109,31
1186,80,48
1187,51,50
1188,125,38
1189,123,105
1190,41,125
1191,2,65
1192,14,124
1193,28,54
1194,33,19
1195,57,95
1196,77,44
1197,47,104
1198,103,114
1199,109,41
1200,19,46
1201,38,107
1202,54,37
1203,3,124
1204,119,41
1205,29,27
1206,88,46
1207,42,111
1208,110,9
1209,27,77
1210,25,21
1211,99,31
1212,4,85
1213,109,100
1214,104,62
1215,2,68
1216,81,87
1217,15,93
1218,98,46
1219,66,22
1220,33,71
1221,72,8
1222,68,107
1223,92,38
1224,37,17
1225,126,67
1226,15,70
1227,53,113
1228,35,77
1229,65,25
1230,95,2
1231,2,71
1232,68,8
1233,126,57
1234,118,46
1235,48,20
1236,72,68
1237,38,44
1238,118,122
1239,93,39
1240,29,24
1241,57,7
1242,46,13
1243,45,95
1244,41,74
1245,75,102
1246,95,48
1247,105,42
1248,126,80
1249,107,16
1250,108,38
1251,91,77
1252,108,63
1253,95,6
1254,38,63
1255,78,40
1256,72,22
1257,89,84
1258,79,70
1259,76,110
1260,21,37
1261,34,53
1262,19,110
1263,33,114
1264,92,107
1265,104,15
1266,91,38
1267,102,5
1268,46,81
1269,7,74
1270,30,47
1271,53,87
1272,90,54
1273,103,101
1274,62,101
1275,24,17
1276,7,58
1277,56,121
1278,67,118
1279,123,87
1280,46,25
1281,112,112
1282,27,7
1283,62,68
1284,36,15
1285,118,66
1286,29,22
1287,116,60
1288,33,100
1289,13,11
1290,79,16
1291,54,69
1292,55,26
1293,101,5
1294,4,48
1295,64,95
1296,2,62
1297,38,98
1298,34,15
1299,70,25
1300,3,74
1301,29,79
1302,88,27
1303,30,28
1304,112,71
1305,45,6
1306,113,87
1307,51,79
1308,77,56
1309,49,112
1310,9,67
1311,114,52
1312,3,71
1313,65,17
1314,9,43
1315,32,98
1316,75,40
1317,0,105
1318,120,12
1319,9,11
1320,121,114
1321,8,34
1322,86,88
1323,82,45
1324,92,0
1325,78,20
1326,94,77
1327,64,13
1328,16,10
1329,73,108
1330,53,109
1331,122,120
1332,96,114
1333,6,95
1334,53,63
1335,42,47
1336,66,6
1337,86,109
1338,59,91
1339,77,83
1340,9,39
1341,125,1
1342,114,101
1343,84,106
1344,71,73
1345,32,84
1346,45,125
1347,1,34
1348,112,79
1349,115,69
1350,26,59
1351,15,4
1352,80,65
1353,13,75
1354,121,100
1355,66,59
1356,60,99
1357,86,14
1358,28,67
1359,52,27
1360,59,39
1361,45,31
1362,76,50
1363,88,124
1364,4,10
1365,6,65
1366,104,52
1367,52,68
1368,91,121
1369,98,103
1370,123,91
1371,49,91
1372,23,74
1373,7,28
1374,37,92
1375,126,25
1376,79,48
1377,106,9
1378,64,33
1379,97,86
1380,12,115
1381,52,8
1382,43,87
1383,125,76
1384,17,94
1385,73,98
1386,66,98
1387,77,93
1388,90,20
1389,108,15
1390,82,39
1391,44,95
1392,14,103
1393,74,35
1394,1,21
1395,46,23
1396,29,112
1397,83,113
1398,23,82
1399,58,69
1400,117,92
1401,36,37
1402,2,92
1403,77,55
1404,47,93
1405,118,57
1406,93,48
1407,4,97
1408,84,111
1409,43,26
1410,31,59
1411,127,115
1412,40,31
1413,15,62
1414,79,12
1415,124,113
1416,77,123
1417,102,105
1418,71,40
1419,41,66
1420,70,113
1421,17,89
1422,106,105
1423,72,11
1424,59,117
1425,117,116
1426,15,105
1427,127,112
1428,47,37
1429,20,21
1430,60,117
1431,1,15
1432,6,18
1433,70,100
1434,107,127
1435,47,3
1436,55,85
1437,106,8
1438,76,56
1439,24,46
1440,99,77
1441,14,127
1442,83,97
1443,93,112
1444,79,112
1445,36,94
1446,106,116
1447,110,59
1448,109,81
1449,123,84
1450,14,12
1451,66,77
1452,121,18
1453,37,60
1454,66,19
1455,101,78
1456,119,82
1457,85,39
1458,10,12
1459,121,66
1460,51,43
1461,82,105
1462,76,119
1463,15,110
1464,100,82
1465,83,75
1466,55,37
1467,114,6
1468,39,25
1469,29,68
1470,85,87
1471,0,71
1472,98,83
1473,94,90
1474,113,112
1475,72,64
1476,115,21
1477,104,20
1478,2,71
1479,30,60
1480,8,81
1481,101,110
1482,99,80
1483,92,5
1484,42,101
1485,127,28
1486,117,11
1487,109,69
1488,127,31
1489,17,98
1490,63,67
1491,80,7
1492,45,0
1493,2,85
1494,18,27
1495,74,30
1496,78,96
1497,49,7
1498,15,56
1499,115,1
1500,27,56
1501,26,69
1502,105,82
1503,119,78
1504,111,42
1505,4,102
1506,70,58
1507,7,104
1508,71,46
1509,42,54
1510,72,60
1511,119,70
1512,85,23
1513,3,120
1514,87,107
1515,7,62
1516,79,52
1517,75,14
1518,108,95
1519,94,17
1520,49,15
1521,9,79
1522,23,64
1523,109,103
1524,101,92
1525,39,8
1526,125,92
1527,74,41
1528,118,50
1529,102,39
1530,61,5
1531,110,68
1532,88,126
1533,70,30
1534,50,52
1535,42,80
1536,127,65
1537,4,90
1538,44,58
1539,120,80
1540,80,102
1541,75,123
1542,60,49
1543,36,115
1544,83,91
1545,32,64
1546,88,92
1547,34,31
1548,124,43
1549,94,35
1550,67,33
1551,93,61
1552,1,45
1553,41,102
1554,95,125
1555,15,44
1556,53,30
1557,14,7
1558,29,94
1559,86,34
1560,89,78
1561,28,39
1562,105,49
1563,18,91
1564,93,63
1565,19,10
1566,41,76
1567,116,118
1568,117,8
1569,117,115
1570,78,50
1571,126,79
1572,106,119
1573,6,8
1574,78,96
1575,26,110
1576,120,64
1577,52,72
1578,38,118
1579,46,48
1580,124,72
1581,96,48
1582,1,112
1583,72,58
1584,14,113
1585,112,41
1586,55,106
1587,79,51
1588,40,91
1589,99,122
1590,122,40
1591,30,58
1592,24,112
1593,52,33
1594,44,96
1595,7,120
1596,113,32
1597,49,88
1598,49,20
1599,8,112
