id,ram,cpu
594,82,68
595,78,69
596,82,6
597,40,89
598,53,12
599,84,92
600,34,86
601,29,65
602,10,66
603,87,65
604,78,40
605,61,25
606,75,87
607,26,58
608,13,52
609,18,39
610,30,82
611,68,54
612,21,54
613,85,54
614,68,33
615,49,70
616,31,27
617,30,54
618,78,22
619,64,51
620,41,11
621,40,36
622,97,82
623,18,23
624,34,87
625,88,87
626,50,72
627,89,30
628,32,5
629,54,15
630,96,72
631,95,17
632,45,2
633,49,61
634,7,17
635,59,8
636,91,6
637,83,43
638,23,4
639,12,41
640,65,57
641,62,22
642,59,95
643,13,39
644,16,48
645,47,55
646,86,50
647,0,9
648,21,44
649,93,2
650,49,14
651,91,45
652,58,93
653,26,16
654,7,55
655,87,32
656,45,61
657,92,17
658,29,11
659,7,25
660,72,43
661,3,67
662,20,37
663,95,80
664,44,29
665,61,33
666,67,14
667,60,4
668,63,7
669,11,37
670,68,28
671,56,43
672,15,2
673,62,62
674,19,85
675,33,94
676,49,7
677,68,35
678,71,62
679,6,62
680,72,80
681,40,64
682,89,20
683,46,0
684,12,17
685,74,93
686,70,37
687,89,82
688,9,40
689,48,72
690,8,88
691,12,55
692,41,60
693,67,20
694,95,20
695,79,73
696,61,4
697,54,15
698,65,66
699,65,80
700,57,59
701,75,36
702,96,74
703,47,10
704,65,16
705,12,39
706,54,79
707,74,29
708,97,25
709,39,27
710,0,68
711,55,71
712,42,96
713,83,22
714,94,94
715,93,70
716,62,41
717,89,55
718,69,57
719,87,66
720,59,73
721,62,71
722,45,89
723,33,56
724,63,15
725,60,57
726,11,19
727,74,1
728,25,17
729,48,21
730,81,91
731,48,26
732,24,8
733,83,44
734,49,72
735,85,27
736,0,91
737,96,71
738,45,40
739,77,20
740,13,19
741,76,48
742,89,67
743,82,25
744,85,97
745,95,35
746,49,55
747,89,42
748,33,65
749,66,26
750,38,47
751,37,22
752,10,55
753,40,76
754,79,95
755,95,71
756,50,51
757,13,92
758,56,59
759,23,54
760,25,25
761,39,21
762,63,68
763,54,51
764,8,92
765,1,63
766,84,36
767,44,54
768,32,94
769,23,41
770,57,14
771,53,56
772,16,20
773,14,3
774,38,10
775,79,81
776,53,82
777,43,26
778,36,2
779,19,86
780,84,74
781,56,81
782,32,17
783,18,25
784,94,55
785,70,59
786,6,26
787,89,51
788,63,91
789,87,14
790,88,84
791,29,2
792,45,65
793,74,87
794,84,11
795,42,89
796,4,7
797,51,47
798,35,78
799,12,41
800,84,83
801,1,90
802,11,42
803,80,14
804,4,56
805,55,20
806,37,21
807,9,71
808,72,88
809,27,90
810,42,40
811,69,20
812,88,22
813,85,95
814,18,45
815,70,76
816,47,74
817,18,60
818,55,48
819,41,18
820,68,2
821,59,80
822,85,88
823,51,90
824,4,51
825,76,54
826,90,21
827,76,27
828,45,7
829,92,31
830,46,36
831,55,91
832,31,54
833,6,84
834,58,78
835,64,59
836,19,28
837,56,68
838,83,7
839,25,91
840,48,80
841,35,89
842,42,36
843,80,5
844,82,51
845,83,24
846,59,21
847,17,34
848,36,90
849,12,52
850,70,76
851,93,11
852,68,12
853,90,92
854,9,70
855,6,58
856,16,40
857,6,29
858,72,63
859,2,84
860,42,90
861,33,53
862,95,10
863,50,82
864,97,72
865,25,10
866,60,50
867,93,1
868,33,44
869,86,0
870,84,0
871,27,87
872,29,17
873,10,90
874,74,50
875,23,43
876,45,42
877,90,37
878,94,84
879,48,68
880,61,50
881,61,64
882,12,4
883,17,17
884,59,28
885,29,62
886,26,10
887,32,0
888,37,1
889,87,60
890,72,61
891,31,0
892,8,41
893,82,38
894,41,9
895,68,40
896,24,58
897,13,35
898,81,71
899,33,95
900,53,52
901,53,4
902,6,88
903,27,22
904,70,84
905,52,75
906,77,7
907,63,96
908,91,54
909,86,93
910,42,57
911,24,76
912,69,21
913,2,64
914,81,62
915,67,6
916,57,69
917,24,42
918,36,80
919,61,21
920,57,18
921,96,42
922,44,26
923,41,21
924,17,84
925,74,73
926,89,62
927,86,34
928,27,24
929,25,38
930,40,64
931,82,70
932,71,11
933,53,92
934,89,9
935,70,20
936,13,47
937,69,14
938,43,80
939,58,95
940,18,15
941,57,28
942,10,91
943,16,37
944,83,68
945,22,77
946,22,6
947,94,66
948,10,0
949,63,82
950,50,9
951,23,30
952,56,47
953,8,6
954,21,96
955,54,15
956,13,42
957,60,13
958,95,20
959,46,36
960,45,42
961,57,48
962,90,87
963,13,24
964,61,43
965,39,5
966,26,56
967,59,82
968,19,22
969,25,0
970,61,59
971,19,68
972,15,10
973,86,25
974,19,80
975,1,16
976,39,17
977,83,22
978,16,45
979,92,5
980,71,47
981,15,54
982,77,67
983,35,89
984,67,69
985,71,73
986,57,23
987,20,15
988,88,12
989,34,62
990,87,26
991,50,95
992,35,76
993,95,47
994,37,38
995,86,68
996,18,28
997,70,77
998,85,57
999,29,52
1000,84,70
1001,39,2
1002,5,67
1003,80,76
1004,12,12
1005,22,97
1006,31,94
1007,0,24
1008,64,97
1009,32,79
1010,77,28
1011,27,91
1012,19,19
1013,56,3
1014,90,27
1015,21,39
1016,44,79
1017,21,74
1018,34,20
1019,48,23
1020,38,30
1021,54,31
1022,53,27
1023,40,71
1024,28,56
1025,47,17
1026,66,67
1027,58,24
1028,26,35
1029,94,59
1030,47,1
1031,92,7
1032,29,28
1033,53,20
1034,17,11
1035,42,41
1036,74,94
1037,78,95
1038,8,70
1039,74,54
1040,83,44
1041,16,39
1042,39,3
1043,96,65
1044,19,69
1045,16,54
1046,69,6
1047,52,29
1048,25,68
1049,21,11
1050,80,0
1051,9,43
1052,91,38
1053,86,47
1054,65,25
1055,96,65
1056,30,27
1057,24,64
1058,79,61
1059,68,40
1060,33,77
1061,41,69
1062,56,6
1063,44,28
1064,93,96
1065,4,92
1066,13,82
1067,93,6
1068,20,56
1069,30,31
1070,67,46
1071,94,16
1072,9,6
1073,40,14
1074,63,4
1075,74,17
1076,92,54
1077,21,79
1078,91,57
1079,5,77
1080,93,46
1081,75,59
1082,40,69
1083,40,8
1084,6,72
1085,90,4
1086,48,71
1087,58,26
1088,81,70
1089,44,42
1090,94,89
1091,18,62
1092,32,6
1093,50,87
1094,70,58
1095,68,97
1096,55,78
1097,7,32
1098,13,66
1099,27,50
1100,64,31
1101,86,51
1102,88,12
1103,55,34
1104,82,32
1105,67,42
1106,41,1
1107,11,57
1108,56,89
1109,91,5
1110,80,68
1111,68,43
1112,75,44
1113,55,91
1114,86,24
1115,22,26
1116,75,79
1117,79,43
1118,4,60
1119,17,10
1120,24,2
1121,75,33
1122,53,28
1123,79,38
1124,55,93
1125,26,14
1126,79,64
1127,26,83
1128,57,22
1129,41,34
1130,8,8
1131,76,71
1132,53,97
1133,86,2
1134,91,87
1135,39,81
1136,69,71
1137,66,43
1138,4,70
1139,97,41
1140,57,6
1141,72,57
1142,65,45
1143,10,30
1144,79,80
1145,72,84
1146,72,10
1147,58,67
1148,97,38
1149,24,30
1150,84,34
1151,54,90
1152,2,39
1153,26,70
1154,56,2
1155,62,66
1156,4,50
1157,53,95
1158,9,68
1159,2,80
1160,44,61
1161,53,66
1162,67,48
1163,92,4
1164,36,60
1165,26,19
1166,55,77
1167,42,2
1168,45,3
1169,1,6
1170,1,33
1171,82,76
1172,1,72
1173,17,58
1174,80,3
1175,92,80
1176,91,74
1177,21,2
1178,29,5
1179,94,65
1180,83,20
1181,79,11
1182,19,96
1183,53,77
1184,91,89
1185,89,67
1186,58,82
1187,59,97
1188,11,94
1189,97,12
1190,91,83
1191,43,63
1192,69,93
1193,2,63
1194,53,12
1195,55,25
1196,71,80
1197,37,32
1198,5,55
1199,4,45
1200,1,93
1201,64,19
1202,39,1
1203,95,42
1204,23,29
1205,59,48
1206,60,38
1207,54,56
1208,16,21
1209,6,25
1210,45,51
1211,45,93
1212,48,49
1213,88,63
1214,51,10
1215,49,61
1216,23,84
1217,27,88
1218,56,57
1219,67,93
1220,23,68
1221,77,18
1222,43,12
1223,56,53
1224,30,63
1225,49,53
1226,51,31
1227,69,60
1228,97,41
1229,79,22
1230,52,75
1231,67,34
1232,89,19
1233,85,7
1234,16,48
1235,59,9
1236,90,2
1237,79,91
1238,14,34
1239,38,93
1240,39,4
1241,97,20
1242,28,12
1243,87,23
1244,18,71
1245,33,62
1246,23,86
1247,85,72
1248,90,66
1249,96,1
1250,87,6
1251,52,17
1252,46,62
1253,43,37
1254,41,7
1255,96,45
1256,63,35
1257,87,69
1258,40,21
1259,38,81
1260,20,44
1261,93,14
1262,32,58
1263,89,4
1264,19,10
1265,79,67
1266,51,45
1267,90,13
1268,20,23
1269,15,79
1270,11,84
1271,14,69
1272,26,68
1273,4,4
1274,20,81
1275,87,81
1276,53,39
1277,49,67
1278,43,27
1279,60,31
1280,49,81
1281,59,39
1282,80,58
1283,66,23
1284,72,70
1285,19,30
1286,16,35
1287,43,8
1288,2,83
1289,4,43
1290,0,48
1291,72,62
1292,47,78
1293,85,69
1294,71,6
1295,14,11
1296,21,94
1297,96,7
1298,48,82
1299,16,60
1300,13,75
1301,51,9
1302,66,62
1303,69,39
1304,63,69
1305,42,18
1306,32,2
1307,27,37
1308,24,82
1309,67,77
1310,77,51
1311,14,49
1312,35,8
1313,27,81
1314,40,42
1315,83,5
1316,58,4
1317,13,41
1318,15,76
1319,39,84
1320,79,95
1321,90,70
1322,62,83
1323,16,1
1324,16,56
1325,74,8
1326,25,50
1327,56,80
1328,25,6
1329,84,2
1330,72,49
1331,61,85
1332,56,85
1333,53,49
1334,12,16
1335,77,31
1336,42,16
1337,46,72
1338,3,67
1339,19,83
1340,88,68
1341,43,11
1342,18,7
1343,35,95
1344,8,46
1345,60,58
1346,55,35
1347,88,57
1348,29,92
1349,96,28
1350,92,6
1351,96,66
1352,60,11
1353,96,12
1354,73,64
1355,49,85
1356,37,64
1357,60,53
1358,50,71
1359,49,68
1360,74,63
1361,19,0
1362,89,3
1363,71,76
1364,95,72
1365,70,57
1366,51,8
1367,80,54
1368,74,30
1369,19,81
1370,87,65
1371,41,8
1372,32,61
1373,33,78
1374,88,31
1375,46,33
1376,9,16
1377,94,55
1378,86,39
1379,69,40
1380,69,0
1381,13,50
1382,4,10
1383,61,21
1384,22,81
1385,58,29
1386,92,7
1387,83,72
1388,58,75
1389,61,97
1390,43,83
1391,7,6
1392,23,40
1393,12,85
1394,23,17
1395,9,28
1396,13,35
1397,91,4
1398,11,7
1399,5,64
