id,ram,cpu
977,20,12
978,44,16
979,24,4
980,42,40
981,48,40
982,7,3
983,10,22
984,48,20
985,2,15
986,8,37
987,5,23
988,1,17
989,2,10
990,29,46
991,35,21
992,30,22
993,23,28
994,24,29
995,24,36
996,13,4
997,6,20
998,18,6
999,29,42
